(0, 0, 1, 0, 0):0
(-1, 0, 1, 0, 0):0
(1, -1, 1, 0, 0):0
(0, -1, 1, 0, 0):0
(-1, -1, 1, 0, 0):0
(1, 1, 0, 0, 0):1
(0, 1, 0, 0, 0):0
(-1, 1, 0, 0, 0):0
(1, 0, 0, 0, 0):0
(0, 0, 0, 0, 0):0
(-1, 0, 0, 0, 0):0
(1, -1, 0, 0, 0):0
(0, -1, 0, 0, 0):0
(-1, -1, 0, 0, 0):-1
(1, 1, -1, 0, 0):0
(0, 1, -1, 0, 0):0
(-1, 1, -1, 0, 0):0
(1, 0, -1, 0, 0):0
(0, 0, -1, 0, 0):0
(-1, 0, -1, 0, 0):-1
(1, -1, -1, 0, 0):0
(0, -1, -1, 0, 0):-1
(-1, -1, -1, 0, 0):-5
(1, 1, 1, -1, 0):0
(0, 1, 1, -1, 0):0
(-1, 1, 1, -1, 0):0
(1, 0, 1, -1, 0):0
(0, 0, 1, -1, 0):0
(-1, 0, 1, -1, 0):0
(1, -1, 1, -1, 0):0
(0, -1, 1, -1, 0):0
(-1, -1, 1, -1, 0):0
(1, 1, 0, -1, 0):0
(0, 1, 0, -1, 0):0
(-1, 1, 0, -1, 0):0
(1, 0, 0, -1, 0):0
(0, 0, 0, -1, 0):0
(-1, 0, 0, -1, 0):-1
(1, -1, 0, -1, 0):0
(0, -1, 0, -1, 0):-1
(-1, -1, 0, -1, 0):-5
(1, 1, -1, -1, 0):0
(0, 1, -1, -1, 0):0
(-1, 1, -1, -1, 0):0
(1, 0, -1, -1, 0):0
(0, 0, -1, -1, 0):-1
(-1, 0, -1, -1, 0):-5
(1, -1, -1, -1, 0):0
(0, -1, -1, -1, 0):-5
(-1, -1, -1, -1, 0):-10
(1, 1, 1, 1, 1, 1):200
(0, 1, 1, 1, 1, 1):110
(-1, 1, 1, 1, 1, 1):100
(1, 0, 1, 1, 1, 1):20
(0, 0, 1, 1, 1, 1):15
(-1, 0, 1, 1, 1, 1):10
(1, -1, 1, 1, 1, 1):0
(0, -1, 1, 1, 1, 1):0
(-1, -1, 1, 1, 1, 1):0
(1, 1, 0, 1, 1, 1):20
(0, 1, 0, 1, 1, 1):15
(-1, 1, 0, 1, 1, 1):10
(1, 0, 0, 1, 1, 1):10
(0, 0, 0, 1, 1, 1):6
(-1, 0, 0, 1, 1, 1):5
(1, -1, 0, 1, 1, 1):0
(0, -1, 0, 1, 1, 1):0
(-1, -1, 0, 1, 1, 1):0
(1, 1, -1, 1, 1, 1):0
(0, 1, -1, 1, 1, 1):0
(-1, 1, -1, 1, 1, 1):0
(1, 0, -1, 1, 1, 1):0
(0, 0, -1, 1, 1, 1):0
(-1, 0, -1, 1, 1, 1):0
(1, -1, -1, 1, 1, 1):0
(0, -1, -1, 1, 1, 1):0
(-1, -1, -1, 1, 1, 1):0
(1, 1, 1, 0, 1, 1):20
(0, 1, 1, 0, 1, 1):15
(-1, 1, 1, 0, 1, 1):10
(1, 0, 1, 0, 1, 1):10
(0, 0, 1, 0, 1, 1):6
(-1, 0, 1, 0, 1, 1):5
(1, -1, 1, 0, 1, 1):0
(0, -1, 1, 0, 1, 1):0
(-1, -1, 1, 0, 1, 1):0
(1, 1, 0, 0, 1, 1):10
(0, 1, 0, 0, 1, 1):6
(-1, 1, 0, 0, 1, 1):5
(1, 0, 0, 0, 1, 1):2
(0, 0, 0, 0, 1, 1):1
(-1, 0, 0, 0, 1, 1):1
(1, -1, 0, 0, 1, 1):0
(0, -1, 0, 0, 1, 1):0
(-1, -1, 0, 0, 1, 1):0
(1, 1, -1, 0, 1, 1):0
(0, 1, -1, 0, 1, 1):0
(-1, 1, -1, 0, 1, 1):0
(1, 0, -1, 0, 1, 1):0
(0, 0, -1, 0, 1, 1):0
(-1, 0, -1, 0, 1, 1):0
(1, -1, -1, 0, 1, 1):0
(0, -1, -1, 0, 1, 1):0
(-1, -1, -1, 0, 1, 1):0
(1, 1, 1, -1, 1, 1):0
(0, 1, 1, -1, 1, 1):0
(-1, 1, 1, -1, 1, 1):0
(1, 0, 1, -1, 1, 1):0
(0, 0, 1, -1, 1, 1):0
(-1, 0, 1, -1, 1, 1):0
(1, -1, 1, -1, 1, 1):0
(0, -1, 1, -1, 1, 1):0
(-1, -1, 1, -1, 1, 1):0
(1, 1, 0, -1, 1, 1):0
(0, 1, 0, -1, 1, 1):0
(-1, 1, 0, -1, 1, 1):0
(1, 0, 0, -1, 1, 1):0
(0, 0, 0, -1, 1, 1):0
(-1, 0, 0, -1, 1, 1):0
(1, -1, 0, -1, 1, 1):0
(0, -1, 0, -1, 1, 1):0
(-1, -1, 0, -1, 1, 1):0
(1, 1, -1, -1, 1, 1):0
(0, 1, -1, -1, 1, 1):0
(-1, 1, -1, -1, 1, 1):0
(1, 0, -1, -1, 1, 1):0
(0, 0, -1, -1, 1, 1):0
(-1, 0, -1, -1, 1, 1):0
(1, -1, -1, -1, 1, 1):0
(0, -1, -1, -1, 1, 1):0
(-1, -1, -1, -1, 1, 1):0
(1, 1, 1, 1, 0, 1):20
(0, 1, 1, 1, 0, 1):15
(-1, 1, 1, 1, 0, 1):10
(1, 0, 1, 1, 0, 1):10
(0, 0, 1, 1, 0, 1):6
(-1, 0, 1, 1, 0, 1):5
(1, -1, 1, 1, 0, 1):0
(0, -1, 1, 1, 0, 1):0
(-1, -1, 1, 1, 0, 1):0
(1, 1, 0, 1, 0, 1):10
(0, 1, 0, 1, 0, 1):6
(-1, 1, 0, 1, 0, 1):5
(1, 0, 0, 1, 0, 1):2
(0, 0, 0, 1, 0, 1):1
(-1, 0, 0, 1, 0, 1):1
(1, -1, 0, 1, 0, 1):0
(0, -1, 0, 1, 0, 1):0
(-1, -1, 0, 1, 0, 1):0
(1, 1, -1, 1, 0, 1):0
(0, 1, -1, 1, 0, 1):0
(-1, 1, -1, 1, 0, 1):0
(1, 0, -1, 1, 0, 1):0
(0, 0, -1, 1, 0, 1):0
(-1, 0, -1, 1, 0, 1):0
(1, -1, -1, 1, 0, 1):0
(0, -1, -1, 1, 0, 1):0
(-1, -1, -1, 1, 0, 1):0
(1, 1, 1, 0, 0, 1):10
(0, 1, 1, 0, 0, 1):6
(-1, 1, 1, 0, 0, 1):5
(1, 0, 1, 0, 0, 1):2
(0, 0, 1, 0, 0, 1):1
(-1, 0, 1, 0, 0, 1):1
(1, -1, 1, 0, 0, 1):0
(0, -1, 1, 0, 0, 1):0
(-1, -1, 1, 0, 0, 1):0
(1, 1, 0, 0, 0, 1):2
(0, 1, 0, 0, 0, 1):1
(-1, 1, 0, 0, 0, 1):1
(1, 0, 0, 0, 0, 1):0
(0, 0, 0, 0, 0, 1):0
(-1, 0, 0, 0, 0, 1):0
(1, -1, 0, 0, 0, 1):0
(0, -1, 0, 0, 0, 1):0
(-1, -1, 0, 0, 0, 1):-1
(1, 1, -1, 0, 0, 1):0
(0, 1, -1, 0, 0, 1):0
(-1, 1, -1, 0, 0, 1):0
(1, 0, -1, 0, 0, 1):0
(0, 0, -1, 0, 0, 1):0
(-1, 0, -1, 0, 0, 1):-1
(1, -1, -1, 0, 0, 1):0
(0, -1, -1, 0, 0, 1):-1
(-1, -1, -1, 0, 0, 1):-5
(1, 1, 1, -1, 0, 1):0
(0, 1, 1, -1, 0, 1):0
(-1, 1, 1, -1, 0, 1):0
(1, 0, 1, -1, 0, 1):0
(0, 0, 1, -1, 0, 1):0
(-1, 0, 1, -1, 0, 1):0
(1, -1, 1, -1, 0, 1):0
(0, -1, 1, -1, 0, 1):0
(-1, -1, 1, -1, 0, 1):0
(1, 1, 0, -1, 0, 1):0
(0, 1, 0, -1, 0, 1):0
(-1, 1, 0, -1, 0, 1):0
(1, 0, 0, -1, 0, 1):0
(0, 0, 0, -1, 0, 1):0
(-1, 0, 0, -1, 0, 1):-1
(1, -1, 0, -1, 0, 1):0
(0, -1, 0, -1, 0, 1):-1
(-1, -1, 0, -1, 0, 1):-5
(1, 1, -1, -1, 0, 1):0
(0, 1, -1, -1, 0, 1):0
(-1, 1, -1, -1, 0, 1):0
(1, 0, -1, -1, 0, 1):0
(0, 0, -1, -1, 0, 1):-1
(-1, 0, -1, -1, 0, 1):-5
(1, -1, -1, -1, 0, 1):0
(0, -1, -1, -1, 0, 1):-5
(-1, -1, -1, -1, 0, 1):-10
(1, 1, 1, 1, -1, 1):0
(0, 1, 1, 1, -1, 1):0
(-1, 1, 1, 1, -1, 1):0
(1, 0, 1, 1, -1, 1):0
(0, 0, 1, 1, -1, 1):0
(-1, 0, 1, 1, -1, 1):0
(1, -1, 1, 1, -1, 1):0
(0, -1, 1, 1, -1, 1):0
(-1, -1, 1, 1, -1, 1):0
(1, 1, 0, 1, -1, 1):0
(0, 1, 0, 1, -1, 1):0
(-1, 1, 0, 1, -1, 1):0
(1, 0, 0, 1, -1, 1):0
(0, 0, 0, 1, -1, 1):0
(-1, 0, 0, 1, -1, 1):0
(1, -1, 0, 1, -1, 1):0
(0, -1, 0, 1, -1, 1):0
(-1, -1, 0, 1, -1, 1):0
(1, 1, -1, 1, -1, 1):0
(0, 1, -1, 1, -1, 1):0
(-1, 1, -1, 1, -1, 1):0
(1, 0, -1, 1, -1, 1):0
(0, 0, -1, 1, -1, 1):0
(-1, 0, -1, 1, -1, 1):0
(1, -1, -1, 1, -1, 1):0
(0, -1, -1, 1, -1, 1):0
(-1, -1, -1, 1, -1, 1):0
(1, 1, 1, 0, -1, 1):0
(0, 1, 1, 0, -1, 1):0
(-1, 1, 1, 0, -1, 1):0
(1, 0, 1, 0, -1, 1):0
(0, 0, 1, 0, -1, 1):0
(-1, 0, 1, 0, -1, 1):0
(1, -1, 1, 0, -1, 1):0
(0, -1, 1, 0, -1, 1):0
(-1, -1, 1, 0, -1, 1):0
(1, 1, 0, 0, -1, 1):0
(0, 1, 0, 0, -1, 1):0
(-1, 1, 0, 0, -1, 1):0
(1, 0, 0, 0, -1, 1):0
(0, 0, 0, 0, -1, 1):0
(-1, 0, 0, 0, -1, 1):-1
(1, -1, 0, 0, -1, 1):0
(0, -1, 0, 0, -1, 1):-1
(-1, -1, 0, 0, -1, 1):-5
(1, 1, -1, 0, -1, 1):0
(0, 1, -1, 0, -1, 1):0
(-1, 1, -1, 0, -1, 1):0
(1, 0, -1, 0, -1, 1):0
(0, 0, -1, 0, -1, 1):-1
(-1, 0, -1, 0, -1, 1):-5
(1, -1, -1, 0, -1, 1):0
(0, -1, -1, 0, -1, 1):-5
(-1, -1, -1, 0, -1, 1):-10
(1, 1, 1, -1, -1, 1):0
(0, 1, 1, -1, -1, 1):0
(-1, 1, 1, -1, -1, 1):0
(1, 0, 1, -1, -1, 1):0
(0, 0, 1, -1, -1, 1):0
(-1, 0, 1, -1, -1, 1):0
(1, -1, 1, -1, -1, 1):0
(0, -1, 1, -1, -1, 1):0
(-1, -1, 1, -1, -1, 1):0
(1, 1, 0, -1, -1, 1):0
(0, 1, 0, -1, -1, 1):0
(-1, 1, 0, -1, -1, 1):0
(1, 0, 0, -1, -1, 1):0
(0, 0, 0, -1, -1, 1):-1
(-1, 0, 0, -1, -1, 1):-5
(1, -1, 0, -1, -1, 1):0
(0, -1, 0, -1, -1, 1):-5
(-1, -1, 0, -1, -1, 1):-10
(1, 1, -1, -1, -1, 1):0
(0, 1, -1, -1, -1, 1):0
(-1, 1, -1, -1, -1, 1):0
(1, 0, -1, -1, -1, 1):0
(0, 0, -1, -1, -1, 1):-5
(-1, 0, -1, -1, -1, 1):-10
(1, -1, -1, -1, -1, 1):0
(0, -1, -1, -1, -1, 1):-10
(-1, -1, -1, -1, -1, 1):-100
(1, 1, 1, 1, 1, -1):100
(0, 1, 1, 1, 1, -1):10
(-1, 1, 1, 1, 1, -1):0
(1, 0, 1, 1, 1, -1):10
(0, 0, 1, 1, 1, -1):5
(-1, 0, 1, 1, 1, -1):0
(1, -1, 1, 1, 1, -1):0
(0, -1, 1, 1, 1, -1):0
(-1, -1, 1, 1, 1, -1):0
(1, 1, 0, 1, 1, -1):10
(0, 1, 0, 1, 1, -1):5
(-1, 1, 0, 1, 1, -1):0
(1, 0, 0, 1, 1, -1):5
(0, 0, 0, 1, 1, -1):1
(-1, 0, 0, 1, 1, -1):0
(1, -1, 0, 1, 1, -1):0
(0, -1, 0, 1, 1, -1):0
(-1, -1, 0, 1, 1, -1):0
(1, 1, -1, 1, 1, -1):0
(0, 1, -1, 1, 1, -1):0
(-1, 1, -1, 1, 1, -1):0
(1, 0, -1, 1, 1, -1):0
(0, 0, -1, 1, 1, -1):0
(-1, 0, -1, 1, 1, -1):0
(1, -1, -1, 1, 1, -1):0
(0, -1, -1, 1, 1, -1):0
(-1, -1, -1, 1, 1, -1):0
(1, 1, 1, 0, 1, -1):10
(0, 1, 1, 0, 1, -1):5
(-1, 1, 1, 0, 1, -1):0
(1, 0, 1, 0, 1, -1):5
(0, 0, 1, 0, 1, -1):1
(-1, 0, 1, 0, 1, -1):0
(1, -1, 1, 0, 1, -1):0
(0, -1, 1, 0, 1, -1):0
(-1, -1, 1, 0, 1, -1):0
(1, 1, 0, 0, 1, -1):5
(0, 1, 0, 0, 1, -1):1
(-1, 1, 0, 0, 1, -1):0
(1, 0, 0, 0, 1, -1):1
(0, 0, 0, 0, 1, -1):0
(-1, 0, 0, 0, 1, -1):0
(1, -1, 0, 0, 1, -1):0
(0, -1, 0, 0, 1, -1):0
(-1, -1, 0, 0, 1, -1):0
(1, 1, -1, 0, 1, -1):0
(0, 1, -1, 0, 1, -1):0
(-1, 1, -1, 0, 1, -1):0
(1, 0, -1, 0, 1, -1):0
(0, 0, -1, 0, 1, -1):0
(-1, 0, -1, 0, 1, -1):0
(1, -1, -1, 0, 1, -1):0
(0, -1, -1, 0, 1, -1):0
(-1, -1, -1, 0, 1, -1):0
(1, 1, 1, -1, 1, -1):0
(0, 1, 1, -1, 1, -1):0
(-1, 1, 1, -1, 1, -1):0
(1, 0, 1, -1, 1, -1):0
(0, 0, 1, -1, 1, -1):0
(-1, 0, 1, -1, 1, -1):0
(1, -1, 1, -1, 1, -1):0
(0, -1, 1, -1, 1, -1):0
(-1, -1, 1, -1, 1, -1):0
(1, 1, 0, -1, 1, -1):0
(0, 1, 0, -1, 1, -1):0
(-1, 1, 0, -1, 1, -1):0
(1, 0, 0, -1, 1, -1):0
(0, 0, 0, -1, 1, -1):0
(-1, 0, 0, -1, 1, -1):0
(1, -1, 0, -1, 1, -1):0
(0, -1, 0, -1, 1, -1):0
(-1, -1, 0, -1, 1, -1):0
(1, 1, -1, -1, 1, -1):0
(0, 1, -1, -1, 1, -1):0
(-1, 1, -1, -1, 1, -1):0
(1, 0, -1, -1, 1, -1):0
(0, 0, -1, -1, 1, -1):0
(-1, 0, -1, -1, 1, -1):0
(1, -1, -1, -1, 1, -1):0
(0, -1, -1, -1, 1, -1):0
(-1, -1, -1, -1, 1, -1):0
(1, 1, 1, 1, 0, -1):10
(0, 1, 1, 1, 0, -1):5
(-1, 1, 1, 1, 0, -1):0
(1, 0, 1, 1, 0, -1):5
(0, 0, 1, 1, 0, -1):1
(-1, 0, 1, 1, 0, -1):0
(1, -1, 1, 1, 0, -1):0
(0, -1, 1, 1, 0, -1):0
(-1, -1, 1, 1, 0, -1):0
(1, 1, 0, 1, 0, -1):5
(0, 1, 0, 1, 0, -1):1
(-1, 1, 0, 1, 0, -1):0
(1, 0, 0, 1, 0, -1):1
(0, 0, 0, 1, 0, -1):0
(-1, 0, 0, 1, 0, -1):0
(1, -1, 0, 1, 0, -1):0
(0, -1, 0, 1, 0, -1):0
(-1, -1, 0, 1, 0, -1):0
(1, 1, -1, 1, 0, -1):0
(0, 1, -1, 1, 0, -1):0
(-1, 1, -1, 1, 0, -1):0
(1, 0, -1, 1, 0, -1):0
(0, 0, -1, 1, 0, -1):0
(-1, 0, -1, 1, 0, -1):0
(1, -1, -1, 1, 0, -1):0
(0, -1, -1, 1, 0, -1):0
(-1, -1, -1, 1, 0, -1):0
(1, 1, 1, 0, 0, -1):5
(0, 1, 1, 0, 0, -1):1
(-1, 1, 1, 0, 0, -1):0
(1, 0, 1, 0, 0, -1):1
(0, 0, 1, 0, 0, -1):0
(-1, 0, 1, 0, 0, -1):0
(1, -1, 1, 0, 0, -1):0
(0, -1, 1, 0, 0, -1):0
(-1, -1, 1, 0, 0, -1):0
(1, 1, 0, 0, 0, -1):1
(0, 1, 0, 0, 0, -1):0
(-1, 1, 0, 0, 0, -1):0
(1, 0, 0, 0, 0, -1):0
(0, 0, 0, 0, 0, -1):0
(-1, 0, 0, 0, 0, -1):0
(1, -1, 0, 0, 0, -1):-1
(0, -1, 0, 0, 0, -1):-1
(-1, -1, 0, 0, 0, -1):-2
(1, 1, -1, 0, 0, -1):0
(0, 1, -1, 0, 0, -1):0
(-1, 1, -1, 0, 0, -1):0
(1, 0, -1, 0, 0, -1):-1
(0, 0, -1, 0, 0, -1):-1
(-1, 0, -1, 0, 0, -1):-2
(1, -1, -1, 0, 0, -1):-5
(0, -1, -1, 0, 0, -1):-6
(-1, -1, -1, 0, 0, -1):-10
(1, 1, 1, -1, 0, -1):0
(0, 1, 1, -1, 0, -1):0
(-1, 1, 1, -1, 0, -1):0
(1, 0, 1, -1, 0, -1):0
(0, 0, 1, -1, 0, -1):0
(-1, 0, 1, -1, 0, -1):0
(1, -1, 1, -1, 0, -1):0
(0, -1, 1, -1, 0, -1):0
(-1, -1, 1, -1, 0, -1):0
(1, 1, 0, -1, 0, -1):0
(0, 1, 0, -1, 0, -1):0
(-1, 1, 0, -1, 0, -1):0
(1, 0, 0, -1, 0, -1):-1
(0, 0, 0, -1, 0, -1):-1
(-1, 0, 0, -1, 0, -1):-2
(1, -1, 0, -1, 0, -1):-5
(0, -1, 0, -1, 0, -1):-6
(-1, -1, 0, -1, 0, -1):-10
(1, 1, -1, -1, 0, -1):0
(0, 1, -1, -1, 0, -1):0
(-1, 1, -1, -1, 0, -1):0
(1, 0, -1, -1, 0, -1):-5
(0, 0, -1, -1, 0, -1):-6
(-1, 0, -1, -1, 0, -1):-10
(1, -1, -1, -1, 0, -1):-10
(0, -1, -1, -1, 0, -1):-15
(-1, -1, -1, -1, 0, -1):-20
(1, 1, 1, 1, -1, -1):0
(0, 1, 1, 1, -1, -1):0
(-1, 1, 1, 1, -1, -1):0
(1, 0, 1, 1, -1, -1):0
(0, 0, 1, 1, -1, -1):0
(-1, 0, 1, 1, -1, -1):0
(1, -1, 1, 1, -1, -1):0
(0, -1, 1, 1, -1, -1):0
(-1, -1, 1, 1, -1, -1):0
(1, 1, 0, 1, -1, -1):0
(0, 1, 0, 1, -1, -1):0
(-1, 1, 0, 1, -1, -1):0
(1, 0, 0, 1, -1, -1):0
(0, 0, 0, 1, -1, -1):0
(-1, 0, 0, 1, -1, -1):0
(1, -1, 0, 1, -1, -1):0
(0, -1, 0, 1, -1, -1):0
(-1, -1, 0, 1, -1, -1):0
(1, 1, -1, 1, -1, -1):0
(0, 1, -1, 1, -1, -1):0
(-1, 1, -1, 1, -1, -1):0
(1, 0, -1, 1, -1, -1):0
(0, 0, -1, 1, -1, -1):0
(-1, 0, -1, 1, -1, -1):0
(1, -1, -1, 1, -1, -1):0
(0, -1, -1, 1, -1, -1):0
(-1, -1, -1, 1, -1, -1):0
(1, 1, 1, 0, -1, -1):0
(0, 1, 1, 0, -1, -1):0
(-1, 1, 1, 0, -1, -1):0
(1, 0, 1, 0, -1, -1):0
(0, 0, 1, 0, -1, -1):0
(-1, 0, 1, 0, -1, -1):0
(1, -1, 1, 0, -1, -1):0
(0, -1, 1, 0, -1, -1):0
(-1, -1, 1, 0, -1, -1):0
(1, 1, 0, 0, -1, -1):0
(0, 1, 0, 0, -1, -1):0
(-1, 1, 0, 0, -1, -1):0
(1, 0, 0, 0, -1, -1):-1
(0, 0, 0, 0, -1, -1):-1
(-1, 0, 0, 0, -1, -1):-2
(1, -1, 0, 0, -1, -1):-5
(0, -1, 0, 0, -1, -1):-6
(-1, -1, 0, 0, -1, -1):-10
(1, 1, -1, 0, -1, -1):0
(0, 1, -1, 0, -1, -1):0
(-1, 1, -1, 0, -1, -1):0
(1, 0, -1, 0, -1, -1):-5
(0, 0, -1, 0, -1, -1):-6
(-1, 0, -1, 0, -1, -1):-10
(1, -1, -1, 0, -1, -1):-10
(0, -1, -1, 0, -1, -1):-15
(-1, -1, -1, 0, -1, -1):-20
(1, 1, 1, -1, -1, -1):0
(0, 1, 1, -1, -1, -1):0
(-1, 1, 1, -1, -1, -1):0
(1, 0, 1, -1, -1, -1):0
(0, 0, 1, -1, -1, -1):0
(-1, 0, 1, -1, -1, -1):0
(1, -1, 1, -1, -1, -1):0
(0, -1, 1, -1, -1, -1):0
(-1, -1, 1, -1, -1, -1):0
(1, 1, 0, -1, -1, -1):0
(0, 1, 0, -1, -1, -1):0
(-1, 1, 0, -1, -1, -1):0
(1, 0, 0, -1, -1, -1):-5
(0, 0, 0, -1, -1, -1):-6
(-1, 0, 0, -1, -1, -1):-10
(1, -1, 0, -1, -1, -1):-10
(0, -1, 0, -1, -1, -1):-15
